priority,date,timestamp,datetime,tag,zone,message,possible_cause,is_bad_actor
High,2026-05-12,08:43:19.000,2026-05-12T08:43:19.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:43:21.000,2026-05-12T08:43:21.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:43:22.000,2026-05-12T08:43:22.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:43:31.000,2026-05-12T08:43:31.000,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:43:42.000,2026-05-12T08:43:42.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:43:43.000,2026-05-12T08:43:43.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:43:51.000,2026-05-12T08:43:51.000,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:43:56.000,2026-05-12T08:43:56.000,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:43:58.000,2026-05-12T08:43:58.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:44:00.000,2026-05-12T08:44:00.000,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:44:05.000,2026-05-12T08:44:05.000,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Low,2026-05-12,08:44:05.100,2026-05-12T08:44:05.100,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:44:09.100,2026-05-12T08:44:09.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:44:10.100,2026-05-12T08:44:10.100,Flow_Restrict,Heat Exchanger C,Critical threshold broken for Flow_Restrict,Ограничение потока. Частичное перекрытие прохода.,0
High,2026-05-12,08:44:11.100,2026-05-12T08:44:11.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:44:18.100,2026-05-12T08:44:18.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:44:24.100,2026-05-12T08:44:24.100,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:44:25.100,2026-05-12T08:44:25.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:44:28.100,2026-05-12T08:44:28.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:44:36.100,2026-05-12T08:44:36.100,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
High,2026-05-12,08:44:42.100,2026-05-12T08:44:42.100,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:44:50.100,2026-05-12T08:44:50.100,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Low,2026-05-12,08:44:51.100,2026-05-12T08:44:51.100,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
Medium,2026-05-12,08:44:56.100,2026-05-12T08:44:56.100,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
Medium,2026-05-12,08:45:01.100,2026-05-12T08:45:01.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Low,2026-05-12,08:45:03.100,2026-05-12T08:45:03.100,Flow_Variance,Boiler Unit,Critical threshold broken for Flow_Variance,Нестабильный расход. Частичное засорение трубопровода.,0
Low,2026-05-12,08:45:07.100,2026-05-12T08:45:07.100,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
Medium,2026-05-12,08:45:11.100,2026-05-12T08:45:11.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:45:18.100,2026-05-12T08:45:18.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:45:20.100,2026-05-12T08:45:20.100,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:45:31.100,2026-05-12T08:45:31.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:45:33.100,2026-05-12T08:45:33.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:45:43.100,2026-05-12T08:45:43.100,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:45:45.100,2026-05-12T08:45:45.100,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:45:54.100,2026-05-12T08:45:54.100,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:45:57.100,2026-05-12T08:45:57.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:45:59.100,2026-05-12T08:45:59.100,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:46:01.100,2026-05-12T08:46:01.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:46:04.100,2026-05-12T08:46:04.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:46:06.100,2026-05-12T08:46:06.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:46:07.100,2026-05-12T08:46:07.100,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:46:15.100,2026-05-12T08:46:15.100,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:46:17.100,2026-05-12T08:46:17.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:46:26.100,2026-05-12T08:46:26.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:46:33.100,2026-05-12T08:46:33.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:46:37.100,2026-05-12T08:46:37.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:46:39.100,2026-05-12T08:46:39.100,Temp_Delta_High,Heat Exchanger C,Critical threshold broken for Temp_Delta_High,Высокая разница температур. Нарушение режима теплопередачи.,0
Low,2026-05-12,08:46:49.100,2026-05-12T08:46:49.100,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
High,2026-05-12,08:46:58.100,2026-05-12T08:46:58.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:47:01.100,2026-05-12T08:47:01.100,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
Medium,2026-05-12,08:47:03.100,2026-05-12T08:47:03.100,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
Medium,2026-05-12,08:47:06.100,2026-05-12T08:47:06.100,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:47:22.100,2026-05-12T08:47:22.100,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:47:26.100,2026-05-12T08:47:26.100,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:47:26.200,2026-05-12T08:47:26.200,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
Medium,2026-05-12,08:47:34.200,2026-05-12T08:47:34.200,Temp_Delta_High,Heat Exchanger C,Critical threshold broken for Temp_Delta_High,Высокая разница температур. Нарушение режима теплопередачи.,0
Medium,2026-05-12,08:47:36.200,2026-05-12T08:47:36.200,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
High,2026-05-12,08:47:41.200,2026-05-12T08:47:41.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:47:46.200,2026-05-12T08:47:46.200,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:47:47.200,2026-05-12T08:47:47.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:47:57.200,2026-05-12T08:47:57.200,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:48:01.200,2026-05-12T08:48:01.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:48:06.200,2026-05-12T08:48:06.200,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:48:06.300,2026-05-12T08:48:06.300,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Low,2026-05-12,08:48:13.300,2026-05-12T08:48:13.300,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:48:16.300,2026-05-12T08:48:16.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:48:19.300,2026-05-12T08:48:19.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:48:21.300,2026-05-12T08:48:21.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:48:30.300,2026-05-12T08:48:30.300,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:48:34.300,2026-05-12T08:48:34.300,Temp_Delta_High,Heat Exchanger C,Critical threshold broken for Temp_Delta_High,Высокая разница температур. Нарушение режима теплопередачи.,0
High,2026-05-12,08:48:40.300,2026-05-12T08:48:40.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:48:42.300,2026-05-12T08:48:42.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:48:49.300,2026-05-12T08:48:49.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:48:58.300,2026-05-12T08:48:58.300,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
Medium,2026-05-12,08:49:03.300,2026-05-12T08:49:03.300,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:49:04.300,2026-05-12T08:49:04.300,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:49:15.300,2026-05-12T08:49:15.300,Temp_Delta_High,Heat Exchanger C,Critical threshold broken for Temp_Delta_High,Высокая разница температур. Нарушение режима теплопередачи.,0
High,2026-05-12,08:49:23.300,2026-05-12T08:49:23.300,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:49:23.400,2026-05-12T08:49:23.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:49:26.400,2026-05-12T08:49:26.400,Flow_Restrict,Heat Exchanger C,Critical threshold broken for Flow_Restrict,Ограничение потока. Частичное перекрытие прохода.,0
High,2026-05-12,08:49:33.400,2026-05-12T08:49:33.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:49:34.400,2026-05-12T08:49:34.400,HX_FoulingAlarm,Heat Exchanger C,Critical threshold broken for HX_FoulingAlarm,Загрязнение теплообменника. Снижение КПД — требуется промывка.,1
High,2026-05-12,08:49:37.400,2026-05-12T08:49:37.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:49:41.400,2026-05-12T08:49:41.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:49:42.400,2026-05-12T08:49:42.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:49:50.400,2026-05-12T08:49:50.400,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
High,2026-05-12,08:49:52.400,2026-05-12T08:49:52.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:50:06.400,2026-05-12T08:50:06.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:50:07.400,2026-05-12T08:50:07.400,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
High,2026-05-12,08:50:08.400,2026-05-12T08:50:08.400,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
Medium,2026-05-12,08:50:10.400,2026-05-12T08:50:10.400,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:50:17.400,2026-05-12T08:50:17.400,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
High,2026-05-12,08:50:18.400,2026-05-12T08:50:18.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:50:30.400,2026-05-12T08:50:30.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Low,2026-05-12,08:50:39.400,2026-05-12T08:50:39.400,Temp_Crit_B,Boiler Unit,Critical threshold broken for Temp_Crit_B,Критическая температура в зоне B. Нарушение теплообмена.,0
Medium,2026-05-12,08:50:54.400,2026-05-12T08:50:54.400,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
High,2026-05-12,08:51:03.400,2026-05-12T08:51:03.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:51:04.400,2026-05-12T08:51:04.400,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
High,2026-05-12,08:51:05.400,2026-05-12T08:51:05.400,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:51:16.400,2026-05-12T08:51:16.400,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:51:27.400,2026-05-12T08:51:27.400,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:51:29.400,2026-05-12T08:51:29.400,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
Medium,2026-05-12,08:51:34.400,2026-05-12T08:51:34.400,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
Medium,2026-05-12,08:51:41.400,2026-05-12T08:51:41.400,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
Low,2026-05-12,08:51:52.400,2026-05-12T08:51:52.400,Flow_Restrict,Heat Exchanger C,Critical threshold broken for Flow_Restrict,Ограничение потока. Частичное перекрытие прохода.,0
Low,2026-05-12,08:51:52.500,2026-05-12T08:51:52.500,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
High,2026-05-12,08:51:54.500,2026-05-12T08:51:54.500,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:52:01.500,2026-05-12T08:52:01.500,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:52:01.600,2026-05-12T08:52:01.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:52:08.600,2026-05-12T08:52:08.600,Temp_Delta_High,Heat Exchanger C,Critical threshold broken for Temp_Delta_High,Высокая разница температур. Нарушение режима теплопередачи.,0
High,2026-05-12,08:52:20.600,2026-05-12T08:52:20.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:52:28.600,2026-05-12T08:52:28.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:52:32.600,2026-05-12T08:52:32.600,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
Medium,2026-05-12,08:52:43.600,2026-05-12T08:52:43.600,Shaft_Displacement,Compressor Station A,Critical threshold broken for Shaft_Displacement,Осевое смещение вала за пределами допуска. Проверить муфту и опоры.,0
Medium,2026-05-12,08:52:49.600,2026-05-12T08:52:49.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:53:02.600,2026-05-12T08:53:02.600,Pressure_Drop,Pump Station B,Critical threshold broken for Pressure_Drop,Падение давления. Возможна утечка или засорение фильтра.,0
Medium,2026-05-12,08:53:06.600,2026-05-12T08:53:06.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:53:15.600,2026-05-12T08:53:15.600,Flow_Low,Pump Station B,Critical threshold broken for Flow_Low,Низкий расход. Проверить задвижки и состояние рабочего колеса.,0
High,2026-05-12,08:53:16.600,2026-05-12T08:53:16.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:53:18.600,2026-05-12T08:53:18.600,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:53:26.600,2026-05-12T08:53:26.600,Bearing_Temp_High,Compressor Station A,Critical threshold broken for Bearing_Temp_High,Перегрев подшипника. Недостаточная смазка или повреждение обоймы.,0
Medium,2026-05-12,08:53:28.600,2026-05-12T08:53:28.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Medium,2026-05-12,08:53:31.600,2026-05-12T08:53:31.600,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
Medium,2026-05-12,08:53:43.600,2026-05-12T08:53:43.600,Valve_Stuck_Close,Boiler Unit,Critical threshold broken for Valve_Stuck_Close,Клапан не открывается. Механическая блокировка или отказ привода.,0
High,2026-05-12,08:53:44.600,2026-05-12T08:53:44.600,Steam_Press_High,Boiler Unit,Critical threshold broken for Steam_Press_High,Давление пара превышает норму. Проверить регулятор давления и предохранительный клапан.,1
High,2026-05-12,08:53:50.600,2026-05-12T08:53:50.600,Pump_Cavitation,Pump Station B,Critical threshold broken for Pump_Cavitation,Кавитация насоса. Снизить производительность или повысить давление на входе.,1
High,2026-05-12,08:53:52.600,2026-05-12T08:53:52.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
High,2026-05-12,08:53:59.600,2026-05-12T08:53:59.600,Vib_Sensor_04_Err,Compressor Station A,Critical threshold broken for Vib_Sensor_04_Err,Вибрация превысила критический порог. Возможный износ подшипника или дисбаланс ротора.,1
Medium,2026-05-12,08:54:07.600,2026-05-12T08:54:07.600,Lube_Oil_Press_Low,Compressor Station A,Critical threshold broken for Lube_Oil_Press_Low,Давление смазочного масла ниже нормы. Проверить масляный насос и фильтры.,0
Low,2026-05-12,08:54:10.600,2026-05-12T08:54:10.600,Valve_Slow,Compressor Station A,Critical threshold broken for Valve_Slow,Запаздывание клапана. Загрязнение привода или износ уплотнений.,0
